"Recording_ID","Genus","Specific_epithet","Subspecies","English_name","Recordist","Country","Locality","Latitude","Longitude","Vocalization_type","Audio_file","License","Url","Quality","Time","Date","Altitude","file.name","Spectrogram_small","Spectrogram_med","Spectrogram_large","Spectrogram_full","Length","Uploaded","Other_species","Remarks","Bird_seen","Playback_used","Other_species1","Other_species2","Other_species3","Other_species4","Other_species5","Other_species6","Other_species7","Other_species8","Other_species9","Other_species10","Other_species11","Other_species12","Other_species13","Other_species14","Other_species15","Other_species16"
"692351","Phylloscopus","collybita","tristis","Common Chiffchaff","Stanislas Wroza","France","Herblay, Val-d'Oise, Île-de-France",48.9823,2.1633,"song","https://xeno-canto.org/692351/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/692351","A","09:00","2021-12-19","20","XC692351-Pouillot de Siberie chant + filtered.mp3","//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC692351-small.png","//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC692351-med.png","//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC692351-large.png","//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC692351-full.png","0:34","2021-12-21","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688966","Phylloscopus","collybita","","Common Chiffchaff","W. Agster","Germany","Kreisfreie Stadt Frankfurt am Main (near  Frankfurt), Darmstadt, Hessen",50.1573,8.7715,"song","https://xeno-canto.org/688966/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/688966","A","09:30","2021-06-05","180","XC688966-xc-wa011084-000013.mp3","//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/ffts/XC688966-small.png","//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/ffts/XC688966-med.png","//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/ffts/XC688966-large.png","//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/ffts/XC688966-full.png","0:43","2021-11-25","","","unknown","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687019","Phylloscopus","collybita","tristis","Common Chiffchaff","Stanislas Wroza","France","Ouessant, Finistère, Bretagne",48.4673,-5.0894,"song","https://xeno-canto.org/687019/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/687019","A","09:30","2021-11-07","30","XC687019-Pouillot de Siberie chant +.mp3","//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC687019-small.png","//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC687019-med.png","//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC687019-large.png","//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC687019-full.png","1:38","2021-11-16","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686855","Phylloscopus","collybita","","Common Chiffchaff","Niels Van Doninck","Norway","Terråk, Bindal, Nordland",65.0883,12.3875,"song","https://xeno-canto.org/686855/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//xeno-canto.org/686855","A","11:00","2021-06-03","10","XC686855-Tjiftjaf 20210603 1100a.mp3","//xeno-canto.org/sounds/uploaded/MHVQXRLBKS/ffts/XC686855-small.png","//xeno-canto.org/sounds/uploaded/MHVQXRLBKS/ffts/XC686855-med.png","//xeno-canto.org/sounds/uploaded/MHVQXRLBKS/ffts/XC686855-large.png","//xeno-canto.org/sounds/uploaded/MHVQXRLBKS/ffts/XC686855-full.png","0:13","2021-11-16",NA,"","yes","no","Picus viridis","Phylloscopus trochilus","Sylvia atricapilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686308","Phylloscopus","collybita","","Common Chiffchaff","Irish Wildlife Sounds","Ireland","Ireland (near  Mallow), Cork, County Cork",52.139,-8.6539,"song","https://xeno-canto.org/686308/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/686308","A","14:00","2021-06-28","60","XC686308-Chiffchaff_Song_Mallow_280621_A+.mp3","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC686308-small.png","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC686308-med.png","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC686308-large.png","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC686308-full.png","0:32","2021-11-14","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685920","Phylloscopus","collybita","","Common Chiffchaff","W. Agster","Germany","Mainz-Bingen (near  Ingelheim am Rhein), Darmstadt, Rhineland-Palatinate",49.9964,8.0296,"song","https://xeno-canto.org/685920/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/685920","A","10:00","2021-04-25","80","XC685920-xc-wa010605-000004.mp3","//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/ffts/XC685920-small.png","//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/ffts/XC685920-med.png","//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/ffts/XC685920-large.png","//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/ffts/XC685920-full.png","0:15","2021-11-12","","","unknown","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680211","Phylloscopus","collybita","","Common Chiffchaff","Jorge Leitão","Netherlands","Dommelplantsoen, Eindhoven, Noord-Brabant",51.4261,5.4756,"song","https://xeno-canto.org/680211/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/680211","A","11:29","2020-03-14","20","XC680211-Phylloscopus collybita_2020.03.14_11.29_01.MP3","//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC680211-small.png","//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC680211-med.png","//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC680211-large.png","//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC680211-full.png","0:40","2021-10-13","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679710","Phylloscopus","collybita","","Common Chiffchaff","Jorge Leitão","Netherlands","Genneper Parken, Eindhoven, Noord-Brabant",51.4213,5.4732,"song","https://xeno-canto.org/679710/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/679710","A","08:47","2018-08-18","20","XC679710-Phylloscopus collybita_2018.08.18_08.47_01.MP3","//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC679710-small.png","//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC679710-med.png","//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC679710-large.png","//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC679710-full.png","1:11","2021-10-11","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678447","Phylloscopus","collybita","","Common Chiffchaff","Michał Jezierski","United Kingdom","Great Britain (near  Oddington), Oxfordshire, England",51.8197,-1.2012,"song","https://xeno-canto.org/678447/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/678447","A","10:56","2021-10-03","60","XC678447-211003_phycoll_song.mp3","//xeno-canto.org/sounds/uploaded/GPXJQQOAML/ffts/XC678447-small.png","//xeno-canto.org/sounds/uploaded/GPXJQQOAML/ffts/XC678447-med.png","//xeno-canto.org/sounds/uploaded/GPXJQQOAML/ffts/XC678447-large.png","//xeno-canto.org/sounds/uploaded/GPXJQQOAML/ffts/XC678447-full.png","0:30","2021-10-04","Coloeus monedula","Bird signing from a tree in a hedgerow. No edits, recorded using Olympus LS-P1.","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676722","Phylloscopus","collybita","","Common Chiffchaff","Jorge Leitão","Netherlands","Dommeilplantsoen, near Genneper Parken, Eindhoven, Noord-Brabant",51.4269,5.4752,"song","https://xeno-canto.org/676722/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/676722","A","10:17","2021-09-24","20","XC676722-2021.09.24_10.17_01.mp3","//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC676722-small.png","//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC676722-med.png","//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC676722-large.png","//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC676722-full.png","0:33","2021-09-25","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674976","Phylloscopus","collybita","tristis","Common Chiffchaff","Albert Lastukhin","Russian Federation","Khonuu, Momskiy Natsional'nyy Ulus, Respublika Sakha (Yakutiya)",66.4554,143.2409,"song","https://xeno-canto.org/674976/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//xeno-canto.org/674976","A","17:00","2021-06-03","190","XC674976-Phylloscopus tristis 210603_001, Хонуу, 16-00, АB.MP3","//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC674976-small.png","//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC674976-med.png","//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC674976-large.png","//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC674976-full.png","0:50","2021-09-16","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674975","Phylloscopus","collybita","tristis","Common Chiffchaff","Albert Lastukhin","Russian Federation","Khonuu, Momskiy Natsional'nyy Ulus, Respublika Sakha (Yakutiya)",66.4554,143.2409,"song","https://xeno-canto.org/674975/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//xeno-canto.org/674975","A","17:00","2021-06-03","190","XC674975-Phylloscopus tristis 210603_007, Хонуу, 16-50, АBB.MP3","//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC674975-small.png","//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC674975-med.png","//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC674975-large.png","//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC674975-full.png","2:18","2021-09-16","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674974","Phylloscopus","collybita","tristis","Common Chiffchaff","Albert Lastukhin","Russian Federation","Khonuu, Momskiy Natsional'nyy Ulus, Respublika Sakha (Yakutiya)",66.4554,143.2409,"song","https://xeno-canto.org/674974/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//xeno-canto.org/674974","A","17:00","2021-06-03","190","XC674974-Phylloscopus tristis 210603_011, Хонуу, 17-20, АBB.MP3","//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC674974-small.png","//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC674974-med.png","//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC674974-large.png","//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC674974-full.png","4:14","2021-09-16","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673672","Phylloscopus","collybita","","Common Chiffchaff","Hannu Varkki","Finland","Sipoonkorpi, Sipoo, Uusimaa",60.3021,25.1981,"song","https://xeno-canto.org/673672/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/673672","A","08:40","2021-06-01","40","XC673672-PHYCOL2021-06-01-0840-SIPO-s-m.mp3","//xeno-canto.org/sounds/uploaded/XDCPMYMSWN/ffts/XC673672-small.png","//xeno-canto.org/sounds/uploaded/XDCPMYMSWN/ffts/XC673672-med.png","//xeno-canto.org/sounds/uploaded/XDCPMYMSWN/ffts/XC673672-large.png","//xeno-canto.org/sounds/uploaded/XDCPMYMSWN/ffts/XC673672-full.png","1:20","2021-09-11",NA,"","yes","no","Turdus merula","Fringilla coelebs","Phylloscopus trochilus","Erithacus rubecula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673246","Phylloscopus","collybita","","Common Chiffchaff","Gosse Hoekstra","Netherlands","Minnertsga, Waadhoeke, Friesland",53.2509,5.598,"song","https://xeno-canto.org/673246/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/673246","A","07:30","2021-09-09","0","XC673246-090921 7h40m Tjif.mp3","//xeno-canto.org/sounds/uploaded/JJBJZNGTYV/ffts/XC673246-small.png","//xeno-canto.org/sounds/uploaded/JJBJZNGTYV/ffts/XC673246-med.png","//xeno-canto.org/sounds/uploaded/JJBJZNGTYV/ffts/XC673246-large.png","//xeno-canto.org/sounds/uploaded/JJBJZNGTYV/ffts/XC673246-full.png","0:12","2021-09-09","","","no","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666917","Phylloscopus","collybita","","Common Chiffchaff","Irish Wildlife Sounds","Ireland","Ireland (near  Buttevant), Cork, County Cork",52.2321,-8.6701,"song","https://xeno-canto.org/666917/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/666917","A","18:00","2021-06-21","90","XC666917-Chiffchaff_Song_Ballyhouras_210621_A+++.mp3","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC666917-small.png","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC666917-med.png","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC666917-large.png","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC666917-full.png","0:50","2021-08-07","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666903","Phylloscopus","collybita","","Common Chiffchaff","Irish Wildlife Sounds","Ireland","Ireland (near  Buttevant), Cork, County Cork",52.2321,-8.6701,"song","https://xeno-canto.org/666903/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/666903","A","18:00","2021-06-19","90","XC666903-Chiffchaff_Song_Ballyhouras_190621_A+++.mp3","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC666903-small.png","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC666903-med.png","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC666903-large.png","//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC666903-full.png","1:28","2021-08-07","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661621","Phylloscopus","collybita","","Common Chiffchaff","Hannu Varkki","Finland","Sipoonkorpi, Sipoo, Uusimaa",60.3021,25.1981,"song","https://xeno-canto.org/661621/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/661621","A","10:00","2021-04-30","40","XC661621-PHYCOL2021-04-30-0958-SIPO-song-m.mp3","//xeno-canto.org/sounds/uploaded/XDCPMYMSWN/ffts/XC661621-small.png","//xeno-canto.org/sounds/uploaded/XDCPMYMSWN/ffts/XC661621-med.png","//xeno-canto.org/sounds/uploaded/XDCPMYMSWN/ffts/XC661621-large.png","//xeno-canto.org/sounds/uploaded/XDCPMYMSWN/ffts/XC661621-full.png","0:29","2021-07-06",NA,"","yes","no","Fringilla coelebs","Columba palumbus","Turdus philomelos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659800","Phylloscopus","collybita","","Common Chiffchaff","Olivier SWIFT","France","Arrondissement de Prades (near  Arboussols), Pyrénées-Orientales, Occitanie",42.6689,2.4944,"song","https://xeno-canto.org/659800/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/659800","A","13:19","2021-03-28","550","XC659800-PHYCOL_210328_6436_Aboussols66_C4.mp3","//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC659800-small.png","//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC659800-med.png","//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC659800-large.png","//xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/ffts/XC659800-full.png","0:29","2021-06-28","Parus major","Tascam DR05 - Dodotronic parabole","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658879","Phylloscopus","collybita","","Common Chiffchaff","Mattias Sarling","Finland","Lemland, Lemland, Ålands landsbygd",60.0077,20.2134,"song","https://xeno-canto.org/658879/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/658879","A","22:00","2021-06-24","3","XC658879-20210624_214317 Gransångare +.mp3","//xeno-canto.org/sounds/uploaded/ZXDPWQVASF/ffts/XC658879-small.png","//xeno-canto.org/sounds/uploaded/ZXDPWQVASF/ffts/XC658879-med.png","//xeno-canto.org/sounds/uploaded/ZXDPWQVASF/ffts/XC658879-large.png","//xeno-canto.org/sounds/uploaded/ZXDPWQVASF/ffts/XC658879-full.png","1:16","2021-06-24","Fringilla coelebs","Recorded with parabolic dish, near a gravel road in forest. No filtering used. No wind, clear, 16 degrees Celsius.","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
